,sample_id,analyte,concentration,sampling_date,units,is_detected,source_type,state,sampling_location,latitude,longitude,data_source
373,JW0128,PFOA +  PFOS,0.7,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
374,JW0129,PFOA +  PFOS,0.0,2020-06-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
375,JW0130,PFOA +  PFOS,5.8,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
376,WW208 (JW0131 ),PFOA +  PFOS,27.6,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
377,WW208 (JW0131 ),PFOA +  PFOS,60.3,2021-04-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
378,WW208 (JW0131 ),PFOA +  PFOS,19.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
379,WW208 (JW0131 ),PFOA +  PFOS,37.3,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
380,JW0133,PFOA +  PFOS,40.7,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
381,WW-207 (JW0134),PFOA +  PFOS,70.3,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
382,WW-207 (JW0134),PFOA +  PFOS,46.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
383,WW-207 (JW0134),PFOA +  PFOS,46.5,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
384,JW0135,PFOA +  PFOS,35.9,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
385,JW0138,PFOA +  PFOS,63.5,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
386,JW0139,PFOA +  PFOS,39.3,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
387,JW0170,PFOA +  PFOS,42.4,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
388,JW0172,PFOA +  PFOS,5.6,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
389,JW0172,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
390,JW0173,PFOA +  PFOS,1.7,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
391,JW0173,PFOA +  PFOS,2.1,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
392,JW0173,PFOA +  PFOS,1.0,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
393,JW0174,PFOA +  PFOS,0.0,2020-06-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
394,JW0183,PFOA +  PFOS,0.0,2020-06-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
395,JW1210,PFOA +  PFOS,0.0,2020-06-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
396,JW1213,PFOA +  PFOS,8.1,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
397,JW1213,PFOA +  PFOS,8.1,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
398,JW1213,PFOA +  PFOS,7.2,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
399,JW1215,PFOA +  PFOS,32.4,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
400,WW216  (JW1216),PFOA +  PFOS,44.6,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
401,WW216  (JW1216),PFOA +  PFOS,24.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
402,WW216  (JW1216),PFOA +  PFOS,50.1,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
403,JW1217,PFOA +  PFOS,44.0,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
404,JW1218,PFOA +  PFOS,35.9,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
405,JW1219,PFOA +  PFOS,22.6,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
406,JW1220,PFOA +  PFOS,14.0,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
407,JW1222,PFOA +  PFOS,12.1,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
408,JW1224,PFOA +  PFOS,8.0,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
409,JW1310,PFOA +  PFOS,35.2,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
410,JW1312,PFOA +  PFOS,46.9,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
411,JW1313,PFOA +  PFOS,26.5,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
412,JW1315,PFOA +  PFOS,13.3,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
413,JW1316,PFOA +  PFOS,6.2,2020-06-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
414,SW-1,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
415,UW-1,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
416,UW-2,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
417,UW-3,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
418,WW-1,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
419,WW-10,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
420,WW-11,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
421,WW-12,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
422,WW-13,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
423,WW-14,PFOA +  PFOS,4.6,2020-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
424,WW-14,PFOA +  PFOS,3.5,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
425,WW-14,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
426,WW-2,PFOA +  PFOS,24.0,2020-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
427,WW-201,PFOA +  PFOS,23.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
428,WW-202,PFOA +  PFOS,14.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
429,WW-203,PFOA +  PFOS,17.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
430,WW-204,PFOA +  PFOS,7.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
431,WW-204,PFOA +  PFOS,7.1,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
432,WW-204,PFOA +  PFOS,7.7,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
433,WW-205,PFOA +  PFOS,0.0,2020-09-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
434,WW-206,PFOA +  PFOS,35.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
435,WW-210,PFOA +  PFOS,24.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
436,WW-211,PFOA +  PFOS,42.7,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
437,WW-213,PFOA +  PFOS,17.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
438,WW-214,PFOA +  PFOS,16.0,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
439,WW-215,PFOA +  PFOS,49.5,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
440,WW-217,PFOA +  PFOS,28.2,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
441,WW-218,PFOA +  PFOS,0.0,2020-09-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
442,WW-219,PFOA +  PFOS,49.2,2020-09-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
443,WW-3,PFOA +  PFOS,22.0,2020-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
444,WW-3,PFOA +  PFOS,18.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
445,WW-3,PFOA +  PFOS,19.1,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
446,WW-3002,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
447,WW-3003,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
448,WW-3006,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
449,WW-3008,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
450,WW-3009,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
451,WW-3010,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
452,WW-3012,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
453,WW-3013,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
454,WW-3014,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
455,WW-3015,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
456,WW-3016,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
457,WW-3018,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
458,WW-3021,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
459,WW-3022,PFOA +  PFOS,4.7,2021-01-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
460,WW-3022,PFOA +  PFOS,11.4,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
461,WW-3022,PFOA +  PFOS,5.8,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
462,WW-3024,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
463,WW-3027,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
464,WW-3031,PFOA +  PFOS,2.4,2021-01-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
465,WW-3031,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
466,WW-3031,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
467,WW-3032,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
468,WW-3035,PFOA +  PFOS,0.0,2021-03-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
469,WW-3036,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
470,WW-3037,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
471,WW-3038,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
472,WW-3039,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
473,WW-3042,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
474,WW-3044,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
475,WW-3046,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
476,WW-3047,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
477,WW-3048,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
478,WW-3049,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
479,WW-3050,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
480,WW-3053,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
481,WW-3057,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
482,WW-3059,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
483,WW-3063,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
484,WW-3064,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
485,WW-3064,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
486,WW-3065,PFOA +  PFOS,10.0,2021-01-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
487,WW-3065,PFOA +  PFOS,5.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
488,WW-3065,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
489,WW-3066,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
490,WW-3077,PFOA +  PFOS,17.4,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
491,WW-3077,PFOA +  PFOS,14.9,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
492,WW-3077,PFOA +  PFOS,0.7,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
493,WW-3082,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
494,WW-3085,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
495,WW-3087,PFOA +  PFOS,0.0,2021-03-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
496,WW-3089,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
497,WW-3090,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
498,WW-3091,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
499,WW-3092,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
500,WW-3095,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
501,WW-3096,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
502,WW-3097,PFOA +  PFOS,0.0,2021-03-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
503,WW-3098,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
504,WW-3099,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
505,WW-3118,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
506,WW-3119,PFOA +  PFOS,4.3,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
507,WW-3119,PFOA +  PFOS,6.7,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
508,WW-3119,PFOA +  PFOS,10.8,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
509,WW-3120,PFOA +  PFOS,23.0,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
510,WW-3120,PFOA +  PFOS,21.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
511,WW-3122,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
512,WW-3124,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
513,WW-3128,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
514,WW-3129,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
515,WW-3131,PFOA +  PFOS,2.0,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
516,WW-3134,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
517,WW-3135,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
518,WW-3139,PFOA +  PFOS,28.7,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
519,WW-3139,PFOA +  PFOS,30.4,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
520,WW-3139,PFOA +  PFOS,40.0,2022-05-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
521,WW-3141,PFOA +  PFOS,10.0,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
522,WW-3141,PFOA +  PFOS,10.0,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
523,WW-3141,PFOA +  PFOS,12.0,2022-05-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
524,WW-3143-NEW,PFOA +  PFOS,6.8,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
525,WW-3143-NEW,PFOA +  PFOS,5.4,2021-08-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
526,WW-3143-NEW,PFOA +  PFOS,5.8,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
527,WW-3143-OLD,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
528,WW-3149,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
529,WW-3150,PFOA +  PFOS,0.0,2021-01-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
530,WW-3151,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
531,WW-3152,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
532,WW-3153,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
533,WW-3154,PFOA +  PFOS,14.0,2021-03-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
534,WW-3155,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
535,WW-3155,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
536,WW-3158,PFOA +  PFOS,16.0,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
537,WW-3159,PFOA +  PFOS,23.0,2021-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
538,WW-3159,PFOA +  PFOS,20.95,2022-02-01,ng/L,True,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
539,WW-3160,PFOA +  PFOS,0.0,2021-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
540,WW-4,PFOA +  PFOS,0.0,2020-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
541,WW-401,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
542,WW-401,PFOA +  PFOS,0.0,2022-02-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
543,WW-402,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
544,WW-403,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
545,WW-404,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
546,WW-405,PFOA +  PFOS,0.0,2021-08-01,ng/L,False,groundwater,Wyoming,Jackson Hole Airport,43.6088,110.7376,Jackson Hole Airport
